债券代码,债券简称,票面利率(%),发行起始日,主承销商,发行人省份,发行人,发行人行业,募集资金用途,债券类型,上市地点,债项评级
149036.SZ,20长城01,3.09,2020-02-18,华西证券股份有限公司,广东省,长城证券股份有限公司,金融,本期债券募集资金扣除发行费用后，拟全部用于补充营运资金，其中不低于10%用于支持疫情防护防控相关业务，包括但不限于补充为疫区或因疫情受损的客户提供股权质押业务的资金；为疫区或因疫情受损的客户提供两融业务的资金；利用股权质押或者两融等业务为参与疫情防控的企业，如医药研发、医疗器械制造、物资运输仓储、疫区建设施工等提供相应的资金支持；补充投资疫区或因疫情受损或参与疫情防控的企业发行的疫情防控类金融产品等业务的资金；补充发行人自身受疫情影响的业务板块的营运资金；补充或置换前期为疫情防控捐赠资金、捐赠物资采购等支出的营运资金。具体用于补充支持疫情防护防控相关业务的资金规模，将根据疫情发展情况进行适当调整。发行人将根据本期债券募集资金的实际到位情况及资金使用需要，进一步安排具体的补充营运资金明细，可能对拟定的金额进行适当调整。发行人承诺将严格按照募集说明书的约定使用募集资金，不转借他人，不得用作其他用途。,证券公司债,深圳,AAA
012000416.IB,20首农食品(疫情防控债)SCP001,2.5,2020-02-18,"国家开发银行,上海浦东发展银行股份有限公司",北京,北京首农食品集团有限公司,日常消费,"公司本期超短期融资券募集资金10亿元,9亿元拟用于偿还银行贷款,1亿元用于补充抗击新型冠状病毒疫情民生保障相关的流动资金.",超短期融资债券,银行间,
012000394.IB,20海国鑫泰(疫情防控债)SCP001,4.62,2020-02-17,"江苏银行股份有限公司,国信证券股份有限公司",北京,北京海国鑫泰投资控股中心,金融,"本期超短期融资券发行金额12亿元,其中10亿元拟用于偿还海国鑫泰本部即将到期债务,2亿元拟补充下属子公司流动资金,该资金主要用于采购与新型冠状病毒疫情防控相关项目所需的原材料.",超短期融资债券,银行间,
012000440.IB,20晋投集(疫情防控债)SCP002,5.5,2020-02-17,中国光大银行股份有限公司,山西省,山西省投资集团有限公司,金融,"本期超短期融资券基础发行规模:3亿元,本期发行金额上限:9亿元,募集资金中10%用于补充发行人全资子公司山西省医药集团有限责任公司(以下简称“省医药集团”)配合全省疫情防控工作开展的流动资金需求,剩余90%用于偿还发行人及其子公司有息债务.发行人承诺募集资金用于疫情防控相关金额不低于当期发行金额的10%,由主承销商监管资金动向,确保相关募集资金用于披露用途.",超短期融资债券,银行间,
012000379.IB,20合力泰(疫情防控债)SCP002,5.7,2020-02-17,中信银行股份有限公司,福建省,合力泰科技股份有限公司,信息技术,"本期发行2亿元,全部用于补充子公司江西合力泰科技有限公司营运资金,其中2000万元用于补充子公司江西合力泰科技有限公司因生产红外体温检测仪配套零部件等防疫应急产品而支出的营运资金.",超短期融资债券,银行间,
012000393.IB,20四川航空(疫情防控债)SCP002,2.3,2020-02-17,中国工商银行股份有限公司,四川省,四川航空股份有限公司,工业,"发行人本期超短期融资券发行金额为7.1亿元,全部用于补充企业流动资金,包括公司因日常经营所需支付航油款,易损耗航材与零部件采购支出等流动性需求以及补充抗击新型冠状病毒疫情的相关流动资金,其中抗疫相关流动资金需求不少于0.8亿元,具体为:提供抗击新型冠状病毒疫情援助物资优先运输及免费运输服务;为做好新型冠状病毒疫情联防联控工作而取消部分航班以及为旅客提供免费退,改期所造成的流动资金空缺.",超短期融资债券,银行间,
102000126.IB,20南京医药(疫情防控债)MTN001,3.48,2020-02-17,"兴业银行股份有限公司,南京银行股份有限公司",江苏省,南京医药股份有限公司,医疗保健,"本期拟发行金额4亿元,其中2亿元用于偿还发行人有息负债,2亿元用于补充与抗击新型冠状病毒肺炎疫情相关的流动资金.",一般中期票据,银行间,AA+
166098.SH,20陕煤债,3.7,2020-02-14,"开源证券股份有限公司,华泰联合证券有限责任公司",陕西省,陕西煤业化工集团有限责任公司,能源,本期债券发行总额不超过10.00亿元（含10.00亿元），2.00亿元用于补充在疫情防控物资采购、西安市公共卫生中心项目建材保障、防疫一线防护用品原材料供应保障、各类消杀物资生产与捐赠等各项疫情防控工作中所需的流动资金，8.00亿元用于偿还疫情期间到期债务本息。,私募债,上海,
162691.SH,20农副01,4.7,2020-02-14,德邦证券股份有限公司,江苏省,南京农副产品物流配送中心有限公司,日常消费,"本期债券募集资金拟用于补充流动资金(用于补充疫情期间农副产品供应的流动性资金需求)以及偿还疫情防控期间的有息负债,其中拟用于补充流动资金(用于补充疫情期间农副产品供应的流动性资金需求)的金额不少于本期债券募集资金的50%.",私募债,上海,
032000095.IB,20嘉兴现代(疫情防控债)PPN001,3.7,2020-02-14,"广发银行股份有限公司,中信银行股份有限公司",浙江省,嘉兴市现代服务业发展投资集团有限公司,可选消费,,定向工具,银行间,
163994.SH,20远东Y1,3.87,2020-02-14,"广发证券股份有限公司,中国国际金融股份有限公司",上海,远东国际融资租赁有限公司,金融,"本期债券募集资金扣除发行费用后拟用于补充流动资金,部分资金将用于满足疫区及医药企业的融资租赁需求.",一般公司债,上海,AAA
163995.SH,20远东Y2,4.13,2020-02-14,"广发证券股份有限公司,中国国际金融股份有限公司",上海,远东国际融资租赁有限公司,金融,"本期债券募集资金扣除发行费用后拟用于补充流动资金,部分资金将用于满足疫区及医药企业的融资租赁需求.",一般公司债,上海,AAA
166078.SH,20武经02,4.29,2020-02-14,"中信建投证券股份有限公司,申万宏源证券承销保荐有限责任公司",江苏省,江苏武进经济发展集团有限公司,工业,本期债券发行规模不超过人民币9亿元（含9亿元），本期债券募集资金扣除发行费用后，拟将不超过3亿元补充流动资金，用于疫情防控，剩余部分用于偿还银行借款等有息负债及其他符合监管规定的用途。,私募债,上海,
032000090.IB,20晋投集(疫情防控债)PPN001,5.8,2020-02-14,"中国国际金融股份有限公司,中国光大银行股份有限公司",山西省,山西省投资集团有限公司,金融,,定向工具,银行间,
012000383.IB,20康恩贝(疫情防控债)SCP001,3.79,2020-02-14,"兴业银行股份有限公司,招商证券股份有限公司",浙江省,浙江康恩贝制药股份有限公司,医疗保健,"发行人本次发行超短期融资券的发行规模为人民币10亿元,全部用于偿还有息债务.",超短期融资债券,银行间,
012000381.IB,20九州通(疫情防控债)SCP004,2.88,2020-02-14,中国光大银行股份有限公司,湖北省,九州通医药集团股份有限公司,日常消费,"发行人本次发行5亿元超短期融资券,其中1.5亿元用于偿还发行人将到期债券,3.5亿元用于补充因抗击新型冠状病毒肺炎疫情带来的营运资金需求.",超短期融资债券,银行间,
102000125.IB,20苏国信(疫情防控债)MTN003,3.05,2020-02-14,中国农业银行股份有限公司,江苏省,江苏省国信集团有限公司,工业,"江苏省国信集团有限公司(以下简称“发行人”)本次拟发行10亿元中期票据,其中1亿元用于其子公司江苏省医药有限公司,补充抗击新型冠状病毒疫情的民生保障流动资金,9亿元用于集团能源企业应急电力和天然气保供所需流动资金.",一般中期票据,银行间,AAA
012000382.IB,20厦门航空(疫情防控债)SCP004,2.3,2020-02-14,"平安银行股份有限公司,招商银行股份有限公司",福建省,厦门航空有限公司,工业,"本期6亿元募集资金中2亿元用于补充公司营运资金,其中6000万元用于支持疫情防控,补充本部及子公司营运资金,1.4亿元用于补充发行人本部日常营运资金,4亿元用于偿还金融机构借款",超短期融资债券,银行间,
012000380.IB,20鲁商(疫情防控债)SCP002,5.5,2020-02-14,"中信银行股份有限公司,中信建投证券股份有限公司",山东省,山东省商业集团有限公司,工业,"本期超短期融资券发行金额3.5亿元,计划全部用于偿还发行人本部及子公司即将到期的有息债务.",超短期融资债券,银行间,
012000364.IB,20通用(疫情防控债)SCP001,2.4,2020-02-13,中信银行股份有限公司,北京,中国通用技术(集团)控股有限责任公司,工业,"发行人本次超短期融资券发行金额为人民币20亿元,发行人拟将本期募集资金用于抗击新型冠状病毒疫情的民生保障及偿还有息负债.其中,4亿元拟用于抗击新型冠状病毒疫情的相关领域,具体用于发行人子公司环医疗,中国医药等医疗板块核心企业,中纺院等防护材料生产企业,相关贸易板块子公司以及海外机构采购抗击疫情相关的医疗防护用品和相关医疗器材,以及用于补充相关企业生产医用原材料,防护产品所需资金.发行人子公司中国医药被工信部指定为采购药品和医用防护物资的中央企业,其下属广东,湖北子公司被当地政府制定为应急采购企业;发行人子公司中纺院所属中纺新材料科技有限公司是工信部确定的防护服面料重点生产供应单位,优先满足全国应急调度需求;发行人及其子公司自疫情发生以来,积极承担国家医药医疗物资采购发运工作,发挥全集团国际资源优势组织全球采购,快速响应国家统一指令和调拨计划,向疫情严重地区紧急配送急需的医药医疗物资.发行人拟将本期募集资金中的16亿元用于偿还有息债务",超短期融资债券,银行间,
012000365.IB,20人福(疫情防控债)SCP001,3.5,2020-02-13,汉口银行股份有限公司,湖北省,人福医药集团股份公司,医疗保健,"发行人本次发行5亿元超短期融资券,其中3亿元用于偿还发行人即将到期债务,2亿元用于发行人孙公司湖北人福医药集团有限公司补充与抗击新型冠状病毒肺炎疫情相关的流动资金需求.",超短期融资债券,银行间,
102000118.IB,20福耀(疫情防控债)MTN001,3.19,2020-02-13,"中国银行股份有限公司,中信银行股份有限公司",福建省,福耀玻璃工业集团股份有限公司,可选消费,"发行人本期人民币6亿元中期票据的募集资金,其中5亿元用于偿还发行人本部银行贷款,0.4亿元用于补充发行人本部营运资金需求,0.6亿元用于补充与抗击新型冠状病毒肺炎疫情相关的营运资金需求.",一般中期票据,银行间,AAA
012000362.IB,20牧原(疫情防控债)SCP002,3.5,2020-02-13,"中原银行股份有限公司,中信银行股份有限公司",河南省,牧原食品股份有限公司,日常消费,"本期超短期融资券发行规模5亿元,拟将2.75亿元用于补充因疫情防控捐赠等而支出的流动资金及疫情防控期间保障生猪供应所需的流动资金,2.25亿元用于偿还到期银行贷款.",超短期融资债券,银行间,
166097.SH,20鄂旅01,4.5,2020-02-13,"国泰君安证券股份有限公司,天风证券股份有限公司",湖北省,湖北省文化旅游投资集团有限公司,可选消费,"扣除发行费用后，发行人将募集资金中不超过5,000.00万元用于补充流动资金，剩余募集资金用于偿还发行人有息债务。",私募债,上海,
012000366.IB,20泰达投资(疫情防控债)SCP003,4.9,2020-02-13,"中国建设银行股份有限公司,招商证券股份有限公司",天津,天津泰达投资控股有限公司,金融,"发行人发行的本期超短期融资券,采用动态调整方式发行,发行基础规模5亿元,发行规模上限10亿元,募集资金用途为拟用于防疫物资生产技术改造,产能扩充,防疫环保设施升级改造,公用服务支出;以及偿还到期债务.",超短期融资债券,银行间,
012000367.IB,20新中泰(疫情防控债)SCP001,3.08,2020-02-13,"兴业银行股份有限公司,国家开发银行",新疆维吾尔自治区,新疆中泰化学股份有限公司,材料,"发行人本期发行10亿元超短期融资券,募集资金拟用于偿还发行人有息债务,补充发行人及下属疫情防控消毒用品生产企业营运资金.1.5亿元拟用于补充发行人下属疫情防控消毒用品生产企业营运资金,主要包括华泰公司,阜康能源,托克逊能化等企业.3.5亿元用于补充发行人日常生产经营活动营运资金.5亿元拟用于偿还2020年3月3日到期的中期票据(债券简称“17新中泰MTN001”)本息.",超短期融资债券,银行间,
200301Z.IB,20进出01(增发),1.61,2020-02-13,,北京,中国进出口银行,金融,"本期债券所筹资金主要用于中国进出口银行向疫情防控相关领域的信贷投放,包括支持重点企业防疫物资的原料采购,生产与备货及医疗设施建设等领域",政策银行债,银行间,
012000363.IB,20徐工(疫情防控债)SCP002,2.69,2020-02-13,中国建设银行股份有限公司,江苏省,徐工集团工程机械有限公司,工业,"根据发行人资金需求,本期超短期融资券发行金额3亿元,募集资金用途为:募集资金1亿元,用于疫情防控所需工程机械生产的经营周转,补充抗击新型冠状病毒疫情建设所需工程机械生产相关的流动资金;募集资金2亿元,用于补充营运资金.",超短期融资债券,银行间,
102000124.IB,20科伦(疫情防控债)MTN001,3.3,2020-02-13,"兴业银行股份有限公司,中国工商银行股份有限公司",四川省,四川科伦药业股份有限公司,医疗保健,"本次中期票据发行12亿元,其中10.5亿元用于偿还发行人本部有息负债,1.5亿元用于补充与抗击新型冠状病毒肺炎疫情相关的流动资金.",一般中期票据,银行间,AA+
012000340.IB,20湘粮(疫情防控债)SCP001,3.5,2020-02-12,中国光大银行股份有限公司,湖南省,湖南粮食集团有限责任公司,日常消费,"本期拟募集资金1亿元,0.8亿元用于偿还存量债务,剩余0.2亿元用于支持疫情防控物资的生产和采购",超短期融资债券,银行间,
166091.SH,20安租D1,3.1,2020-02-12,平安证券股份有限公司,上海,平安国际融资租赁有限公司,金融,面对严峻的疫情防控形势，公司拟使用本期债券募集资金中2.5亿元优先用于疫情有关行业、疫情严重地区有关企业及疫情期间需要支持的小微企业项目资金投放。公司拟将本期债券剩余募集资金用于偿还金融机构借款，该等资金使用计划将有利于调整并优化公司负债结构。,私募债,上海,A-1
012000339.IB,20夏商(疫情防控债)SCP002,2.8,2020-02-12,招商银行股份有限公司,福建省,厦门夏商集团有限公司,日常消费,"本期发行4.3亿元超短期融资券,其中3.65亿元用于偿还即将到期的债务融资工具,0.65亿元用于补充下属子公司厦门夏商农产品集团有限公司民生保障及防疫物资采购相关流动资金.",超短期融资债券,银行间,
166080.SH,20药租02,4.16,2020-02-12,"中国国际金融股份有限公司,中信建投证券股份有限公司",上海,国药控股(中国)融资租赁有限公司,金融,"本期债券的募集资金扣除发行费用后,拟专项用于支持本次新型冠状病毒感染的肺炎疫情防控工作,以及偿还公司债务本息和补充流动资金.",私募债,上海,
012000341.IB,20深航空(疫情防控债)SCP006,2,2020-02-12,中国工商银行股份有限公司,广东省,深圳航空有限责任公司,工业,"发行人本期超短期融资券发行金额为6亿元,其中1亿元用于补充企业流动资金,包括公司因日常经营所需支付航油款,易损耗航材与零部件采购支出以及补充抗击新型冠状病毒疫情的相关流动资金,抗疫相关流动资金具体为:提供抗击新型冠状病毒疫情援助物资优先运输及免费运输服务;为做好新型冠状病毒疫情联防联控工作而取消部分航班以及为旅客提供免费退,改期所造成的流动资金空缺;5亿元用于为归还即将到期的深圳航空有限责任公司2019年度第十四期超短期融资券",超短期融资债券,银行间,
082000051.IB,20华电绿色(疫情防控债)ABN001优先,3.5,2020-02-11,,山东省,华电国际电力股份有限公司,公用事业,,交易商协会ABN,银行间,
012000318.IB,20九州通(疫情防控债)SCP003,2.9,2020-02-11,中国工商银行股份有限公司,湖北省,九州通医药集团股份有限公司,日常消费,"本次募集资金10亿元拟全部用于补充因抗击疫情带来的营运资金需求.作为湖北省内直接参与抗击疫情的重要企业,九州通抗击疫情资金支出已累积超15亿元.受此影响,发行人营运资金需使用外部资金补充.",超短期融资债券,银行间,
082000052.IB,20华电绿色(疫情防控债)ABN001次,--,2020-02-11,,山东省,华电国际电力股份有限公司,公用事业,,交易商协会ABN,银行间,
012000319.IB,20天士力(疫情防控债)SCP002,4.5,2020-02-11,中信银行股份有限公司,天津,天士力控股集团有限公司,医疗保健,"本期超短期融资券基础发行规模为2亿元,发行规模上限为5亿元,期限270天,募集资金将用于补充发行人本部及下属子公司与疫情防控相关的流动资金以及偿还发行人本部有息债务",超短期融资债券,银行间,
012000317.IB,20深航空(疫情防控债)SCP005,1.99,2020-02-11,中国光大银行股份有限公司,广东省,深圳航空有限责任公司,工业,"发行人本期超短期融资券发行金额为7亿元,其中5亿元拟用于归还发行人本部2019年度第十八期超短期融资券,2亿元拟用于补充为旅客免费办理退票,改期等支出产生的营运资金需求以及免费提供防疫物资,医疗人员等运输产生的营运资金需求",超短期融资债券,银行间,
163149.SH,20兴业G1,3.1,2020-02-10,"申万宏源证券承销保荐有限责任公司,海通证券股份有限公司",福建省,兴业证券股份有限公司,金融,"本期债券募集资金拟全部用于补充公司日常生产经营所需营运资金,其中不低于10%用于支持疫情防护防控相关业务,包括但不限于补充为疫区或因疫情受损的客户提供股权质押业务的资金;为疫区或因疫情受损的客户提供两融业务的资金;利用股权质押或者两融等业务为参与疫情防控的企业,如医药研发,医疗器械制造,物资运输仓储,疫区建设施工等提供相应的资金支持;补充投资疫区或因疫情受损或参与疫情防控的企业发行的疫情防控类金融产品等业务的资金;补充发行人自身受疫情影响的业务板块的营运资金;补充或置换前期为疫情防控捐赠资金,捐赠物资采购等支出的营运资金.具体用于补充支持疫情防护防控相关业务的资金规模,将根据疫情发展情况进行适当调整.发行人将根据本期债券募集资金的实际到位情况及资金使用需要,进一步安排具体的补充营运资金明细,可能对拟定的金额进行适当调整.",证券公司债,上海,AAA
012000315.IB,20厦门航空(疫情防控债)SCP002,2.3,2020-02-10,"国家开发银行,兴业银行股份有限公司",福建省,厦门航空有限公司,工业,"发行人本期发行超短期融资券4亿元,其中3亿元用于偿还发行人即将到期债券,1亿元用于补充与抗击新型冠状病毒肺炎疫情相关的流动资金",超短期融资债券,银行间,
012000316.IB,20厦门航空(疫情防控债)SCP003,2.47,2020-02-10,兴业银行股份有限公司,福建省,厦门航空有限公司,工业,"本期超短期融资券的募集资金用途,2亿元用于支持疫情防控,补充本部及子公司营运资金,1亿元用于偿还19厦门航空SCP006,该只债券将于2020年2月14日到期.",超短期融资债券,银行间,
163150.SH,20东科01,5.98,2020-02-10,"中银国际证券股份有限公司,华金证券股份有限公司",广东省,广东东阳光科技控股股份有限公司,材料,本期债券发行所募集的资金扣除发行费用后，1亿元用于子公司乳源东阳光电化厂补充流动资金，剩余部分用于偿还银行借款.,一般公司债,上海,AA+
012000304.IB,20深航空(疫情防控债)SCP004,2,2020-02-10,上海银行股份有限公司,广东省,深圳航空有限责任公司,工业,"本期超短期融资券募集资金5亿元,其中1亿元用于用来补充用来助力新型冠状病毒肺炎疫情防控相关的运营资金,4亿元拟偿还发行人即将到期的超短期融资券(19深航空SCP017)",超短期融资债券,银行间,
114663.SZ,20桂建02,4.4,2020-02-07,国海证券股份有限公司,广西壮族自治区,广西建工集团有限责任公司,工业,"本期债券募集资金扣除发行费用后优先用于补充流动资金(用于补充广西建工集团在广西地区疫情防控后备应急医院建设,口罩等防疫物资厂房建设,集团向疫区捐款等过程中流动性资金需求),剩余部分用于疫情期间公司有息债务偿还.",私募债,深圳,
012000296.IB,20物美(疫情防控专项债)SCP002,2.95,2020-02-07,中信银行股份有限公司,北京,物美科技集团有限公司,工业,本期发行金额3亿元.本次募集资金全部用于补充抗击新型冠状病毒疫情的民生保障相关流动资金.,超短期融资债券,银行间,
012000298.IB,20云投(疫情防控债)SCP003,2.6,2020-02-07,兴业银行股份有限公司,云南省,云南省投资控股集团有限公司,工业,"本期超短期融资券发行金额10亿元,其中8亿元用于偿还到债务融资工具,2亿元专项用于发行人抗击疫情,主要用于发行人旗下医疗,旅游,物业等业务板块",超短期融资债券,银行间,
012000292.IB,20南山(疫情防控债)SCP001,2.5,2020-02-06,招商银行股份有限公司,广东省,中国南山开发(集团)股份有限公司,工业,"公司超短期融资券注册金额为3.00亿元,本期发行3.00亿元,募集资金中2.00亿元用于补充下属子公司疫情防控的流动资金,1.00亿元用于偿还发行人本部到期的信用债(19南山开发CP001).",超短期融资债券,银行间,
200301.IB,20进出01,1.61,2020-02-06,,北京,中国进出口银行,金融,"本期债券所筹资金主要用于中国进出口银行向疫情防控重点企业的物资原料采购,生产与备货,医疗设施建设等领域的信贷贷款发放",政策银行债,银行间,
012000295.IB,20九州通(疫情防控债)SCP002,3,2020-02-06,兴业银行股份有限公司,湖北省,九州通医药集团股份有限公司,日常消费,"发行人本次发行5亿元超短期融资券,其中2.5亿元用于偿还发行人将到期债券,2.5亿元用于补充与抗击新型冠状病毒肺炎疫情相关的流动资金",超短期融资债券,银行间,
2002120.IB,20国开战疫120,1.65,2020-02-06,,北京,国家开发银行,金融,本次发行所筹资金将主要用于国家开发银行向疫情防控提供的应急融资.,政策银行债,银行间,
012000290.IB,20华发(疫情防控债)SCP003,2.5,2020-02-05,上海浦东发展银行股份有限公司,广东省,珠海华发集团有限公司,工业,"本期拟募集资金10亿元,5亿元用于偿还超短期融资券,剩余5亿元用于支持疫情防控,商贸等补充流动资金.",超短期融资债券,银行间,
012000291.IB,20科伦(疫情防控债)SCP001,2.9,2020-02-05,"上海银行股份有限公司,上海浦东发展银行股份有限公司",四川省,四川科伦药业股份有限公司,医疗保健,"本期募集资金8亿元用途为偿还有息债务及补充流动资金,其中6亿元拟偿还发行人本部发行的19科伦SCP002,2亿元用于补充与抗击新型冠状病毒肺炎疫情相关的流动资金.",超短期融资债券,银行间,
数据来源：Wind,,,,,,,,,,,
